Binomial.1.2,Updated_taxonomy_MammalDiversityDatabase,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,Mass.g,Mass.Method,Mass.ref,Notes.mass,IUCN.Status.1.2,Diet.Plant,Diet.Vertebrate,Diet.Invertebrate,Diet.Method,Diet.ref,Notes.Diet,Scavenging,Scav.ref,Scav.notes,Locomotion.ambulatory,Locomotion.cursorial,Locomotion.bound,Locomotion.scansorial,Locomotion.ref.,Taxon.Inferred.from.locomotion,Notes.locomotion,Cooperative.hunting,Cooperative.hunt.ref.,Taxon.inferred.from.cooperation,Notes.cooperative,Hunting.terrestrial,Hunting.arboreal,Hunting.fossorial,Hunting.fishing,Hunting.habitat.ref,Taxon.Inferred.from.hunting.habitat,Notes.hunting.habitat,Ambush,Pursuit,Pounce.pursuit,Opportunistic,Taxon.Inferred.from.habitat.method,Notes.hunting.method,Hunting.method.ref.,Bone.consumer,Bone.ref,Hunting.time.nocturl,Hunting.time.crepuscular,Hunting.time.diurl,Hunting.time.ref,Taxon.inferred.timing,Notes.hunting.time,Brain.mass.g,Brain.mass.method,Brain.mass.ref,EQ.SR.,EQ.ICR.,EQ.PGLS.,EQ.method,EQ.ref
Otocolobus_manul,,Carnivora,Felidae,Otocolobus,manul,3500,Reported,"Nowak, R. M. 1999. Walker’s Mammals of the World. Volume 1 and 2. John Hopkins University Press, Baltimore, Maryland, USA.",N/A,NT,0,100,0,Reported,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,1,"Ross, Steven. Providing an ecological basis for the conservation of the Pallas's cat (Otocolobus manul). Diss. University of Bristol, 2009.",,0,0,0,1,"Gonyea, W., and R. Ashworth. ""The form and function of retractile claws in the Felidae and other representative carnivorans."" Journal of Morphology 145.2 (1975): 229-238.",N/A,N/A,0,N/A,Family,N/A,1,1,0,0,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930. Sunquist, Mel, and Fiona Sunquist.¬†Wild cats of the world. University of chicago press, 2017.Middleton, Owen, et al. ""CarniDIET 1.0: A database of terrestrial carnivorous mammal diets."" Global Ecology and Biogeography 30.6 (2021): 1175-1182.",N/A,No evidence to suggest anything other than terrestrial.,1,0,1,0,N/A,"Behavioural studies suggest ambush tactics, but also some 'move and flush' which could also be described as pounce-pursuit. ","Ross, Steven. Providing an ecological basis for the conservation of the Pallas's cat (Otocolobus manul). Diss. University of Bristol, 2009.",0,N/A,1,1,0,"Anile, Stefano, et al. ""Density and activity patterns of Pallas’s cats, Otocolobus manul, in central Mongolia."" Wildlife Research 48.3 (2021): 264-272.",N/A,Activity data from a protected area.,36,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",1.45,0.21,2.09,Calculated,"Formulas from Boddy et al., 2012"
Paguma_larvata,,Carnivora,Viverridae,Paguma,larvata,4300,Reported,"Nowak, R. M. 1999. Walker’s Mammals of the World. Volume 1 and 2. John Hopkins University Press, Baltimore, Maryland, USA.",N/A,LC,20,60,20,Reported ,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,1,"Sugiura, S., Tanaka, R., Taki, H., & Kanzaki, N. (2013). Differential responses of scavenging arthropods and vertebrates to forest loss maintain ecosystem function in a heterogeneous landscape. Biological conservation, 159, 206-213.",Will scavenge human food waste and observed removing rodent carcasses,0,0,0,1,"Chutipong, W., Steinmetz, R., Savini, T., & Gale, G. A. (2015). Sleeping site selection in two Asian viverrids: effects of predation risk, resource access and habitat characteristics. Raffles Bulletin of Zoology, 63.",N/A,N/A,0,N/A,N/A,N/A,1,1,0,0,"Zhou, Y., Zhang, J., Slade, E., Zhang, L., Palomares, F., Chen, J., ... & Zhang, S. (2008). Dietary shifts in relation to fruit availability among masked palm civets (Paguma larvata) in central China. Journal of Mammalogy, 89(2), 435-447.",N/A,N/A,0,0,0,1,Family,No hunting styles recorded in literature.,N/A,0,N/A,1,1,1,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,31,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",1.09,0.16,1.61,Calculated,"Formulas from Boddy et al., 2012"
Panthera_atrox,,Carnivora,Felidae,Panthera,atrox,231210,Median of empirical estimates,See FossilBodySizeSources.csv,,EX,0,100,0,Dental microwear; ecomorphology,"(1) Therrien, Fran�ois. Mandibular force profiles of extant carnivorans and implications for the feeding behaviour of extinct predators. Journal of Zoology 267(3): 249-270. (2) DeSantis, Larisa RG, Blaine W. Schubert, Jessica R. Scott, and Peter S. Ungar. 2012. Implications of diet for the extinction of saber-toothed cats and American lions. PLoS One 7(12): e52453. (3) DeSantis, Larisa RG, and Ryan J. Haupt. 2014. Cougars� key to survival through the Late Pleistocene extinction: insights from dental microwear texture analysis. Biology Letters 10(4): 20140203.",N/A,N/A,N/A,N/A,0,1,0,0,"Samuels, J. X., Meachen, J. A., & Sakai, S. A. (2013). Postcranial morphology and the locomotor habits of living and extinct carnivorans. Journal of Morphology, 274(2), 121-146.",N/A,N/A,1,"Wheeler, H. TODD, and GEORGE T. Jefferson. ""Panthera atrox: body proportions, size, sexual dimorphism, and behavior of the cursorial lion of the North American plains."" Papers on Geology, Vertebrate Paleontology, and Biostratigraphy in Honor of Michael O. Woodburne (2009): 423-444.",N/A,Panthera leo as an appropriate modern baseline combined with evidence listed support this classification,1,0,0,0,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930. ",N/A,No evidence to suggest anything other than terrestrial.,1,1,0,0,N/A,A well described species which roamed the American plains and is typically thought to be a pursuit predator from morphological inferences.,"Wheeler, H. TODD, and GEORGE T. Jefferson. ""Panthera atrox: body proportions, size, sexual dimorphism, and behavior of the cursorial lion of the North American plains."" Papers on Geology, Vertebrate Paleontology, and Biostratigraphy in Honor of Michael O. Woodburne (2009): 423-444.",0,"Therrien, François. Mandibular force profiles of extant carnivorans and implications for the feeding behaviour of extinct predators. Journal of Zoology 267(3): 249-270.",N/A,N/A,N/A,N/A,N/A,Extinct,342,Imputed,COMBINE (imputation_phylo_756),0.65,0.15,1.7,Calculated,"Formulas from Boddy et al., 2012"
Panthera_leo,,Carnivora,Felidae,Panthera,leo,161499.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,VU,0,100,0,Reported,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,1,"Amorós, M., Gil‐Sánchez, J. M., López‐Pastor, B. D. L. N., & Moleón, M. (2020). Hyaenas and lions: how the largest African carnivores interact at carcasses. Oikos, 129(12), 1820-1832.",,0,0,0,1,"Van Valkenburgh, Blaire. ""Locomotor diversity within past and present guilds of large predatory mammals."" Paleobiology11.4 (1985): 406-428.",N/A,N/A,1,"Dalerum, Fredrik. ""Phylogenetic reconstruction of carnivore social organizations."" Journal of Zoology 273.1 (2007): 90-97.",N/A,N/A,1,1,0,0,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930. Sunquist, Mel, and Fiona Sunquist.¬†Wild cats of the world. University of chicago press, 2017.",N/A,N/A,1,1,0,0,N/A,"Well described - typically an ambush predator, through observations we also know that it is a pursuit predator.","Dalerum, Fredrik. ""Phylogenetic and functional diversity in large carnivore assemblages."" Proceedings of the Royal Society B: Biological Sciences 280.1760 (2013): 20130049.Van Valkenburgh, Blaire. ""Locomotor diversity within past and present guilds of large predatory mammals."" Paleobiology11.4 (1985): 46-428.",0,N/A,1,1,0,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,237,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",0.55,0.12,1.39,Calculated,"Formulas from Boddy et al., 2012"
Panthera_onca,,Carnivora,Felidae,Panthera,onca,1.00E+05,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,NT,0,100,0,Reported,"Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Society B 284:20162116.",N/A,1,"Gonzalez, C. L., & Piña, G. L. (2002). Carrion use by jaguars (Panthera onca) in Sonora, Mexico. MAMMALIA-PARIS-, 66(4), 603-605.",,0,0,0,1,"Van Valkenburgh, Blaire. ""Locomotor diversity within past and present guilds of large predatory mammals."" Paleobiology11.4 (1985): 406-428.",N/A,N/A,0,"Dalerum, Fredrik. ""Phylogenetic reconstruction of carnivore social organizations."" Journal of Zoology 273.1 (2007): 90-97.",N/A,N/A,1,1,0,1,"Rabelo, Rafael M., Susan Aragón, and Júlio César Bicca-Marques. ""Prey abundance drives habitat occupancy by jaguars in Amazonian floodplain river islands."" Acta Oecologica 97 (2019): 28-33.",N/A,N/A,1,0,0,0,N/A,Described in multiple datasets as a purely ambush predator.,"Dalerum, Fredrik. ""Phylogenetic and functional diversity in large carnivore assemblages."" Proceedings of the Royal Society B: Biological Sciences 280.1760 (2013): 20130049. Van Valkenburgh, Blaire. ""Locomotor diversity within past and present guilds of large predatory mammals."" Paleobiology11.4 (1985): 46-428. Janis, Christine M., and Borja Figueirido. ""Forelimb atomy and the discrimination of the predatory behavior of carnivorous mammals: the thylacine as a case study."" Journal of morphology 275.12 (214): 1321-1338.",0,N/A,1,1,1,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,156,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",0.52,0.11,1.22,Calculated,"Formulas from Boddy et al., 2012"
Panthera_pardus,,Carnivora,Felidae,Panthera,pardus,54999.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,VU,0,100,0,Reported,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,1,"Mandal, D., Chatterjee, D., Qureshi, Q., & Sankar, K. (2018). Behavioural observations on interaction of leopard and striped hyena, western India. Cat News, 67, 20-21.",,0,0,0,1,"Van Valkenburgh, Blaire. ""Locomotor diversity within past and present guilds of large predatory mammals."" Paleobiology11.4 (1985): 406-428.",N/A,N/A,0,"Dalerum, Fredrik. ""Phylogenetic reconstruction of carnivore social organizations."" Journal of Zoology 273.1 (2007): 90-97.",Genus,N/A,1,1,0,1,"Mondal, K., et al. ""Prey selection, food habits and dietary overlap between leopard Panthera pardus (Mammalia: Carnivora) and re-introduced tiger Panthera tigris (Mammalia: Carnivora) in a semi-arid forest of Sariska Tiger Reserve, Western India."" Italian Journal of Zoology 79.4 (2012): 607-616. Middleton, Owen, et al. ""CarniDIET 1.0: A database of terrestrial carnivorous mammal diets."" Global Ecology and Biogeography 30.6 (2021): 1175-1182.",N/A,N/A,1,0,0,0,N/A,Described in multiple datasets as a purely ambush predator.,"Dalerum, Fredrik. ""Phylogenetic and functional diversity in large carnivore assemblages."" Proceedings of the Royal Society B: Biological Sciences 280.1760 (2013): 20130049.Van Valkenburgh, Blaire. ""Locomotor diversity within past and present guilds of large predatory mammals."" Paleobiology11.4 (1985): 46-428. Janis, Christine M., and Borja Figueirido. ""Forelimb atomy and the discrimination of the predatory behavior of carnivorous mammals: the thylacine as a case study."" Journal of morphology 275.12 (214): 1321-1338.",0,N/A,1,0,0,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,134,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",0.7,0.14,1.5,Calculated,"Formulas from Boddy et al., 2012"
Panthera_spelaea,,Carnivora,Felidae,Panthera,spelaea,350000,Median of empirical estimates,See FossilBodySizeSources.csv,,EX,1,99,0,Estimated  ,"Faurby, Søren, et al. ""PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology."" Ecology 99.11 (2018): 2626.",Imputed in Phylacine,N/A,N/A,N/A,0,1,0,0,N/A, Panthera,N/A,1,N/A,Panthera,Panthera leo as an appropriate modern baseline. Atrox shows evidence of social hunting.,1,0,0,0,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930. ",N/A,No evidence to suggest anything other than terrestrial.,1,1,0,0,N/A,Morphological inferences of an ambush predator - similar to other lions.,"Christen, Patrik, et al. ""determination of hip-joint loading patterns of living and extinct mammals using an inverse Wolff’s law approach."" Biomechanics and modelling in mechanobiology 14.2 (2015): 427-432.",0,N/A,N/A,N/A,N/A,N/A,N/A,Extinct,400,Imputed,COMBINE (imputation_phylo_756),0.49,0.12,1.4,Calculated,"Formulas from Boddy et al., 2012"
Panthera_tigris,,Carnivora,Felidae,Panthera,tigris,162564,Reported,"Wootten, J. T. 1987. The effects of body-mass, phylogeny, habitat, and trophic level on mammalian age at 1st reproduction. Evolution 41:732–749",N/A,EN,0,100,0,Reported,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,1,"Panda, D., Mohanty, S., Allen, M. L., Dheer, A., Sharma, A., Pandey, P., ... & Singh, R. (2023). Competitive interactions with dominant carnivores affect carrion acquisition of striped hyena in a semi-arid landscape of Rajasthan, India. Mammal Research, 68(2), 129-141.",,0,0,0,1,"Gonyea, W., and R. Ashworth. ""The form and function of retractile claws in the Felidae and other representative carnivorans."" Journal of Morphology 145.2 (1975): 229-238.",N/A,N/A,0,"Dalerum, Fredrik. ""Phylogenetic reconstruction of carnivore social organizations."" Journal of Zoology 273.1 (2007): 90-97.",Genus,N/A,1,1,0,0,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930. Sunquist, Mel, and Fiona Sunquist.¬†Wild cats of the world. University of chicago press, 2017.Middleton, Owen, et al. ""CarniDIET 1.0: A database of terrestrial carnivorous mammal diets."" Global Ecology and Biogeography 30.6 (2021): 1175-1182.",N/A,N/A,1,0,0,0,N/A,Described in multiple datasets as a purely ambush predator.,"Dalerum, Fredrik. ""Phylogenetic and functional diversity in large carnivore assemblages."" Proceedings of the Royal Society B: Biological Sciences 280.1760 (2013): 20130049.Anyonge, W. (1996). Locomotor behaviour in  sabre Tooth cats: a biomechanical analysis. Journal of Zoology, 238(3), 395-413.",0,N/A,1,1,1,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,287,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",0.66,0.15,1.67,Calculated,"Formulas from Boddy et al., 2012"
Panthera_uncia,,Carnivora,Felidae,Panthera,uncia,44167,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,EN,0,100,0,Reported,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,1,"Krofel, M., Groff, C., Oberosler, V., Augugliaro, C., & Rovero, F. (2021). Snow leopard (Panthera uncia) predation and consumption of an adult yak in the Mongolian Altai. Ethology Ecology & Evolution, 33(6), 636-643.",,0,0,0,1,"Van Valkenburgh, Blaire. ""Locomotor diversity within past and present guilds of large predatory mammals."" Paleobiology11.4 (1985): 406-428.",N/A,N/A,0,"Macri, Alai M., and Emily Patterson-Kane. ""Behavioural analysis of solitary versus socially housed snow leopards (Panthera uncia), with the provision of simulated social contact."" Applied Animal Behaviour Science 130.3 (2011): 115-123.",N/A,N/A,1,1,0,0,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930. Sunquist, Mel, and Fiona Sunquist.¬†Wild cats of the world. University of chicago press, 2017.Middleton, Owen, et al. ""CarniDIET 1.0: A database of terrestrial carnivorous mammal diets."" Global Ecology and Biogeography 30.6 (2021): 1175-1182.",N/A,N/A,1,0,0,0,N/A,Described in multiple datasets as a purely ambush predator.,"Dalerum (2013). Van Valkenburgh, Blaire. ""Locomotor diversity within past and present guilds of large predatory mammals."" Paleobiology11.4 (1985): 46-428.",0,N/A,0,1,1,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,110,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",0.68,0.13,1.41,Calculated,"Formulas from Boddy et al., 2012"
Parahyaena_brunnea,,Carnivora,Hyaenidae,Parahyaena,brunnea,32200.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,NT,10,80,10,Reported,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,1,"Dalerum (2013). Wiesel, I. 2015. Parahyae brunnea. The IUCN Red List of Threatened Species 2015: e.T10276A82344448. http://dx.doi.org/10.2305/IUCN.UK.2015-4.RLTS.T10276A82344448.en. Downloaded on 13 September 2018.",,0,1,0,0,"Taylor, Mark E. ""Locomotor adaptations by carnivores."" Carnivore behavior, ecology, and evolution. Boston, MA: Springer US, 1989. 382-409",N/A,N/A,0,"Dalerum, Fredrik. ""Phylogenetic reconstruction of carnivore social organizations."" Journal of Zoology 273.1 (2007): 90-97.",N/A,N/A,1,0,1,0,"Holekamp, K. E., & Kolowski, J. M. (2009): Family Hyaenidae (hyenas). In D. E. Wilson, R. A. Mittermeier (Eds.), Handbook of mammals of the world (vol. 1. Carnivores., pp. 234–261). Barcelona: Lynx Edicions.",N/A,N/A,0,0,0,1,N/A,Primarily a scavenger but kills small vertebrates.,"Dalerum, Fredrik. ""Phylogenetic and functional diversity in large carnivore assemblages."" Proceedings of the Royal Society B: Biological Sciences 280.1760 (2013): 20130049.Wiesel, I. 2015. Parahyaena brunnea. The IUCN Red List of Threatened Species 2015: e.T10276A82344448. http://dx.doi.org/10.2305/IUCN.UK.2015-4.RLTS.T10276A82344448.en. Downloaded on 13 September 2018.",1,"Dalerum, Fredrik. ""Phylogenetic and functional diversity in large carnivore assemblages."" Proceedings of the Royal Society B: Biological Sciences 280.1760 (2013)",1,0,0,"Vissia, S., R. Wadhwa, and F. van Langevelde. ""Co‐occurrence of high densities of brown hyena and spotted hyena in central Tuli, Botswana."" Journal of Zoology 314.2 (2021): 143-150.",N/A,Activity data from a protected area.,111,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",0.86,0.16,1.7,Calculated,"Formulas from Boddy et al., 2012"
Pardofelis_marmorata,,Carnivora,Felidae,Pardofelis,marmorata,2854.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,NT,0,100,0,Reported,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,0,N/A,Very little known about the species' feeding behaviour,0,0,0,1,"Nowak, Ronald M. Walker's Mammals of the World. Vol. 1. JHU press, 1999.",N/A,N/A,0,N/A,Family,N/A,0,1,0,0,"Lynam, Antony J., et al. ""Terrestrial activity patterns of wild cats from camera-trapping."" Raffles Bulletin of Zoology 61.1 (2013).",N/A,Only evidence suggests predominantly arboreal,1,0,0,0,Family,No detailed ananalysis of diets or predatory behaviour.,N/A,0,N/A,1,0,0,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,110,Imputed,COMBINE (imputation_phylo_756),5.2,0.73,7.27,Calculated,"Formulas from Boddy et al., 2012"
Prionailurus_bengalensis,,Carnivora,Felidae,Prionailurus,bengalensis,3300,Reported,"Nowak, R. M. 1999. Walker’s Mammals of the World. Volume 1 and 2. John Hopkins University Press, Baltimore, Maryland, USA.",N/A,LC,0,100,0,Reported,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,1,"Hisano, M., & Newman, C. (2020). Adaptations to prey base in the hypercarnivorous leopard cat Prionailurus bengalensis. Ethology Ecology & Evolution, 32(4), 324-335.",,0,0,0,1,"Nowak, Ronald M. Walker's Mammals of the World. Vol. 1. JHU press, 1999.",N/A,N/A,0,N/A,Family,N/A,1,1,0,1,"Ross, J., Brodie, J., Cheyne, S., Hearn, A., Izawa, M., Loken, B., Lynam, A., McCarthy, J., Mukherjee, S., Phan, C., Rasphone, A. & Wilting, A. 2015. Prionailurus bengalensis. The IUCN Red List of Threatened Species 2015: e.T18146A50661611. https://dx.doi.org/10.2305/IUCN.UK.2015-4.RLTS.T18146A50661611.en. Downloaded on 19 August 2021. Middleton, Owen, et al. ""CarniDIET 1.0: A database of terrestrial carnivorous mammal diets."" Global Ecology and Biogeography 30.6 (2021): 1175-1182.",N/A,N/A,1,0,0,0,Family,"Occasional scavenging documented but also prey on rodents etc, but no description of hunting behaviour",N/A,0,N/A,1,1,1,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,30,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",1.29,0.18,1.84,Calculated,"Formulas from Boddy et al., 2012"
Prionailurus_rubiginosus,,Carnivora,Felidae,Prionailurus,rubiginosus,1384.4,Reported,"Nowak, R. M. 1999. Walker’s Mammals of the World. Volume 1 and 2. John Hopkins University Press, Baltimore, Maryland, USA.",N/A,NT,0,100,0,Reported,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,0,N/A,Very little known about the species' feeding behaviour,0,0,0,1,"Nowak, Ronald M. Walker's Mammals of the World. Vol. 1. JHU press, 1999.",N/A,N/A,0,N/A,Family,N/A,1,0,0,0,"Mukherjee, S., Duckworth, J.W., Silva, A., Appel, A. & Kittle, A. 2016. Prionailurus rubiginosus. The IUCN Red List of Threatened Species 2016: e.T18149A50662471. https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T18149A50662471.en. Downloaded on 19 August 2021.",N/A,N/A,1,0,0,0,Family,Only few observation say it preys on rodents,N/A,0,N/A,1,0,0,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,20,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",1.59,0.2,2,Calculated,"Formulas from Boddy et al., 2012"
Procyon_lotor,,Carnivora,Procyonidae,Procyon,lotor,6550,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 1 (2009)",N/A,LC,29,52,19,Reported ,"Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Society B 284:20162116.",N/A,1,"DeVault, T. L., & Rhodes, O. E. (2002). Identification of vertebrate scavengers of small mammal carcasses in a forested landscape. Acta Theriologica, 47, 185-192.",,1,0,0,1,"Jenkins, F. A., & Camazine, S. M. (1977). Hip structure and locomotion in ambulatory and cursorial carnivores. Journal of Zoology, 181(3), 351-370.",N/A,N/A,0,"Ratnayeke, S., Tuskan, G. A., & Pelton, M. R. (2002). Genetic relatedness and female spatial organization in a solitary carnivore, the raccoon, Procyon lotor. Molecular Ecology, 11(6), 1115-1124.",N/A,N/A,1,1,0,1,"Parsons, A. W., Simons, T. R., O’Connell Jr, A. F., & Stoskopf, M. K. (2013). Demographics, diet, movements, and survival of an isolated, unmanaged raccoon Procyon lotor (Procyonidae, Carnivora) population on the Outer Banks of North Carolina. Mammalia, 77(1), 21-30. Middleton, Owen, et al. ""CarniDIET 1.0: A database of terrestrial carnivorous mammal diets."" Global Ecology and Biogeography 30.6 (2021): 1175-1182.",N/A,N/A,0,0,0,1,N/A,N/A,"Parsons, A. W., Simons, T. R., O’Connell Jr, A. F., & Stoskopf, M. K. (2013). Demographics, diet, movements, and survival of an isolated, unmanaged raccoon Procyon lotor (Procyonidae, Carnivora) population on the Outer Banks of North Carolina. Mammalia, 77(1), 21-30.",0,N/A,1,1,0,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,42,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",1.06,0.16,1.67,Calculated,"Formulas from Boddy et al., 2012"
Propleopus_oscillans,,Diprotodontia,Hypsiprymnodontidae,Propleopus,oscillans,58550,Median of empirical estimates,See FossilBodySizeSources.csv,,EX,15,80,5,Estimated  ,"Ride, W. D. L., et al. 1996. Towards a biology of Propleopus oscillans (Marsupialia: Propleopie, Hypsiprymnodontidae). Proceedings of the Linnean Society of New South Wales 117:243-328.",N/A,N/A,N/A,N/A,0,1,0,0,"Ride, William David Lindsay, et al. ""Towards a biology of Propleopus oscillans (Marsupialia: Propleopie, Hypsiprymnodontidae)."" PROCEEDINGS-LINNEAN SOCIETY OF NEW SOUTH WALES. Vol. 117. LINNEAN SOCIETY OF NEW SOUTH WALES, 1997.",N/A,N/A,N/A,N/A,N/A,Unknown,1,0,0,0,N/A,N/A,No evidence to suggest anything other than terrestrial.,0,0,0,1,N/A,Described primarily as an opportunistic species.,"Ride, William David Lindsay, et al. ""Towards a biology of Propleopus oscillans (Marsupialia: Propleopie, Hypsiprymnodontidae)."" PROCEEDINGS-LINNEAN SOCIETY OF NEW SOUTH WALES. Vol. 117. LINNEAN SOCIETY OF NEW SOUTH WALES, 1997.",0,N/A,N/A,N/A,N/A,N/A,N/A,Extinct,53,Imputed,COMBINE (imputation_phylo_756),0.35,0.07,0.72,Calculated,"Formulas from Boddy et al., 2012"
